hap_id	gene	retained_donor	annotated_sequence_copies	typing_common_methods_eligible	typing_exclusion_reasons	strict_structural_screen_eligible	all_classical_matched_comparison_eligible	source_type	panel_flags
apr039#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr039#2	HLA-A	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-B	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-C	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
apr039#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
apr039#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
apr039#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
apr040#1	HLA-A	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-B	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-C	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	downstream_graph_clipping_loss
apr040#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr040#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr041#2	HLA-A	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-B	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-C	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
apr041#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
apr041#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
apr041#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-A	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-B	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-C	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	
apr042#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
apr042#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	
apr042#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr042#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr043#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr043#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr044#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr045#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DRB3	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr046#2	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DRB4	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#1	HLA-DRB5	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr047#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr047#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr048#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#1	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr049#2	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DRB3	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DRB4	1	0	0	no_gene_sequence_annotation_not_proven_absence	1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr049#2	HLA-DRB5	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation;downstream_graph_clipping_loss
apr050#1	HLA-A	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr050#1	HLA-B	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr050#1	HLA-C	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr050#1	HLA-DRB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr050#1	HLA-DQA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr050#1	HLA-DQB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr050#1	HLA-DPA1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
apr050#1	HLA-DPB1	1	1	1		1	1	assembly_or_reference	DR_DQ_candidate_novel_annotation
