gene	method	split	cohort	rarity	n	called	correct	accuracy_all	call_rate	accuracy_called	majority_accuracy
HLA-A	gene_bundles_fixed_panel	leave_family_out	HPRC-EastAsian	ALL	70	8	8	0.11428571428571428	0.11428571428571428	1.0	0.1
HLA-A	gene_bundles_fixed_panel	leave_family_out	HPRC-Japanese	ALL	32	7	7	0.21875	0.21875	1.0	0.0625
HLA-A	gene_bundles_fixed_panel	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-A	gene_bundles_fixed_panel	leave_family_out	HPRC-Rest	ALL	360	93	90	0.25	0.25833333333333336	0.967741935483871	0.15555555555555556
HLA-A	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Japanese	ALL	10	3	3	0.3	0.3	1.0	0.0
HLA-A	gene_bundles_fixed_panel	leave_family_out	JaSaPaGe-Saudi	ALL	17	2	2	0.11764705882352941	0.11764705882352941	1.0	0.0
HLA-A	gene_bundles_fixed_panel	leave_family_out	KPanRef-Korean	ALL	26	6	6	0.23076923076923078	0.23076923076923078	1.0	0.11538461538461539
HLA-A	gene_content	leave_cohort_out	ALL	ALL	726	122	61	0.08402203856749312	0.16804407713498623	0.5	0.0674931129476584
HLA-A	gene_content	leave_cohort_out	ALL	more_than_5_donors	577	102	61	0.10571923743500866	0.17677642980935876	0.5980392156862745	0.08492201039861352
HLA-A	gene_content	leave_cohort_out	ALL	rare_1_to_5_donors	124	19	0	0.0	0.1532258064516129	0.0	0.0
HLA-A	gene_content	leave_cohort_out	ALL	unseen	25	1	0	0.0	0.04	0.0	0.0
HLA-A	gene_content	leave_cohort_out	APR	ALL	105	9	6	0.05714285714285714	0.08571428571428572	0.6666666666666666	0.11428571428571428
HLA-A	gene_content	leave_cohort_out	CPC-Chinese	ALL	104	20	9	0.08653846153846154	0.19230769230769232	0.45	0.11538461538461539
HLA-A	gene_content	leave_cohort_out	HPRC-EastAsian	ALL	70	9	7	0.1	0.12857142857142856	0.7777777777777778	0.1
HLA-A	gene_content	leave_cohort_out	HPRC-Japanese	ALL	32	11	8	0.25	0.34375	0.7272727272727273	0.0625
HLA-A	gene_content	leave_cohort_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-A	gene_content	leave_cohort_out	HPRC-Rest	ALL	360	65	24	0.06666666666666667	0.18055555555555555	0.36923076923076925	0.03611111111111111
HLA-A	gene_content	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	2	2	0.2	0.2	1.0	0.0
HLA-A	gene_content	leave_cohort_out	JaSaPaGe-Saudi	ALL	17	1	1	0.058823529411764705	0.058823529411764705	1.0	0.0
HLA-A	gene_content	leave_cohort_out	KPanRef-Korean	ALL	26	5	4	0.15384615384615385	0.19230769230769232	0.8	0.11538461538461539
HLA-A	gene_content	leave_family_out	ALL	ALL	726	77	48	0.06611570247933884	0.10606060606060606	0.6233766233766234	0.12672176308539945
HLA-A	gene_content	leave_family_out	ALL	more_than_5_donors	670	74	48	0.07164179104477612	0.11044776119402985	0.6486486486486487	0.1373134328358209
HLA-A	gene_content	leave_family_out	ALL	rare_1_to_5_donors	43	3	0	0.0	0.06976744186046512	0.0	0.0
HLA-A	gene_content	leave_family_out	ALL	unseen	13	0	0	0.0	0.0		0.0
HLA-A	gene_content	leave_family_out	APR	ALL	105	9	6	0.05714285714285714	0.08571428571428572	0.6666666666666666	0.11428571428571428
HLA-A	gene_content	leave_family_out	CPC-Chinese	ALL	104	12	6	0.057692307692307696	0.11538461538461539	0.5	0.11538461538461539
HLA-A	gene_content	leave_family_out	HPRC-EastAsian	ALL	70	8	6	0.08571428571428572	0.11428571428571428	0.75	0.1
HLA-A	gene_content	leave_family_out	HPRC-Japanese	ALL	32	11	8	0.25	0.34375	0.7272727272727273	0.0625
HLA-A	gene_content	leave_family_out	HPRC-Jewish	ALL	2	0	0	0.0	0.0		0.0
HLA-A	gene_content	leave_family_out	HPRC-Rest	ALL	360	29	15	0.041666666666666664	0.08055555555555556	0.5172413793103449	0.15555555555555556
HLA-A	gene_content	leave_family_out	JaSaPaGe-Japanese	ALL	10	2	2	0.2	0.2	1.0	0.0
HLA-A	gene_content	leave_family_out	JaSaPaGe-Saudi	ALL	17	1	1	0.058823529411764705	0.058823529411764705	1.0	0.0
HLA-A	gene_content	leave_family_out	KPanRef-Korean	ALL	26	5	4	0.15384615384615385	0.19230769230769232	0.8	0.11538461538461539
HLA-A	gene_sequence	leave_cohort_out	ALL	ALL	726	571	544	0.7493112947658402	0.7865013774104683	0.9527145359019265	0.0674931129476584
HLA-A	gene_sequence	leave_cohort_out	ALL	more_than_5_donors	577	441	436	0.755632582322357	0.7642980935875217	0.9886621315192744	0.08492201039861352
HLA-A	gene_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	124	108	108	0.8709677419354839	0.8709677419354839	1.0	0.0
HLA-A	gene_sequence	leave_cohort_out	ALL	unseen	25	22	0	0.0	0.88	0.0	0.0
HLA-A	gene_sequence	leave_cohort_out	APR	ALL	105	85	80	0.7619047619047619	0.8095238095238095	0.9411764705882353	0.11428571428571428
HLA-A	gene_sequence	leave_cohort_out	CPC-Chinese	ALL	104	83	78	0.75	0.7980769230769231	0.9397590361445783	0.11538461538461539
HLA-A	gene_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	59	59	0.8428571428571429	0.8428571428571429	1.0	0.1
HLA-A	gene_sequence	leave_cohort_out	HPRC-Japanese	ALL	32	27	27	0.84375	0.84375	1.0	0.0625
HLA-A	gene_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-A	gene_sequence	leave_cohort_out	HPRC-Rest	ALL	360	271	257	0.7138888888888889	0.7527777777777778	0.948339483394834	0.03611111111111111
HLA-A	gene_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	8	0.8	1.0	0.8	0.0
HLA-A	gene_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	17	14	13	0.7647058823529411	0.8235294117647058	0.9285714285714286	0.0
HLA-A	gene_sequence	leave_cohort_out	KPanRef-Korean	ALL	26	20	20	0.7692307692307693	0.7692307692307693	1.0	0.11538461538461539
HLA-A	gene_sequence	leave_family_out	ALL	ALL	726	560	546	0.7520661157024794	0.7713498622589532	0.975	0.12672176308539945
HLA-A	gene_sequence	leave_family_out	ALL	more_than_5_donors	670	515	511	0.7626865671641792	0.7686567164179104	0.9922330097087378	0.1373134328358209
HLA-A	gene_sequence	leave_family_out	ALL	rare_1_to_5_donors	43	35	35	0.813953488372093	0.813953488372093	1.0	0.0
HLA-A	gene_sequence	leave_family_out	ALL	unseen	13	10	0	0.0	0.7692307692307693	0.0	0.0
HLA-A	gene_sequence	leave_family_out	APR	ALL	105	80	77	0.7333333333333333	0.7619047619047619	0.9625	0.11428571428571428
HLA-A	gene_sequence	leave_family_out	CPC-Chinese	ALL	104	85	81	0.7788461538461539	0.8173076923076923	0.9529411764705882	0.11538461538461539
HLA-A	gene_sequence	leave_family_out	HPRC-EastAsian	ALL	70	59	59	0.8428571428571429	0.8428571428571429	1.0	0.1
HLA-A	gene_sequence	leave_family_out	HPRC-Japanese	ALL	32	27	27	0.84375	0.84375	1.0	0.0625
HLA-A	gene_sequence	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-A	gene_sequence	leave_family_out	HPRC-Rest	ALL	360	263	257	0.7138888888888889	0.7305555555555555	0.9771863117870723	0.15555555555555556
HLA-A	gene_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	10	1.0	1.0	1.0	0.0
HLA-A	gene_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	17	14	13	0.7647058823529411	0.8235294117647058	0.9285714285714286	0.0
HLA-A	gene_sequence	leave_family_out	KPanRef-Korean	ALL	26	20	20	0.7692307692307693	0.7692307692307693	1.0	0.11538461538461539
HLA-B	coding_sequence	leave_cohort_out	ALL	ALL	741	649	571	0.7705802968960864	0.8758434547908233	0.8798151001540832	0.05128205128205128
HLA-B	coding_sequence	leave_cohort_out	ALL	more_than_5_donors	456	404	404	0.8859649122807017	0.8859649122807017	1.0	0.08333333333333333
HLA-B	coding_sequence	leave_cohort_out	ALL	rare_1_to_5_donors	199	167	167	0.8391959798994975	0.8391959798994975	1.0	0.0
HLA-B	coding_sequence	leave_cohort_out	ALL	unseen	86	78	0	0.0	0.9069767441860465	0.0	0.0
HLA-B	coding_sequence	leave_cohort_out	APR	ALL	106	103	97	0.9150943396226415	0.9716981132075472	0.941747572815534	0.02830188679245283
HLA-B	coding_sequence	leave_cohort_out	CPC-Chinese	ALL	115	99	94	0.8173913043478261	0.8608695652173913	0.9494949494949495	0.034782608695652174
HLA-B	coding_sequence	leave_cohort_out	HPRC-EastAsian	ALL	70	62	59	0.8428571428571429	0.8857142857142857	0.9516129032258065	0.07142857142857142
HLA-B	coding_sequence	leave_cohort_out	HPRC-Japanese	ALL	32	23	23	0.71875	0.71875	1.0	0.09375
HLA-B	coding_sequence	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-B	coding_sequence	leave_cohort_out	HPRC-Rest	ALL	360	316	253	0.7027777777777777	0.8777777777777778	0.8006329113924051	0.03888888888888889
HLA-B	coding_sequence	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	8	7	0.7	0.8	0.875	0.1
HLA-B	coding_sequence	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	13	13	0.7222222222222222	0.7222222222222222	1.0	0.2777777777777778
HLA-B	coding_sequence	leave_cohort_out	KPanRef-Korean	ALL	28	23	23	0.8214285714285714	0.8214285714285714	1.0	0.10714285714285714
HLA-B	coding_sequence	leave_family_out	ALL	ALL	741	630	609	0.8218623481781376	0.8502024291497976	0.9666666666666667	0.0620782726045884
HLA-B	coding_sequence	leave_family_out	ALL	more_than_5_donors	593	501	501	0.8448566610455311	0.8448566610455311	1.0	0.0775716694772344
HLA-B	coding_sequence	leave_family_out	ALL	rare_1_to_5_donors	121	108	108	0.8925619834710744	0.8925619834710744	1.0	0.0
HLA-B	coding_sequence	leave_family_out	ALL	unseen	27	21	0	0.0	0.7777777777777778	0.0	0.0
HLA-B	coding_sequence	leave_family_out	APR	ALL	106	89	87	0.8207547169811321	0.839622641509434	0.9775280898876404	0.10377358490566038
HLA-B	coding_sequence	leave_family_out	CPC-Chinese	ALL	115	101	98	0.8521739130434782	0.8782608695652174	0.9702970297029703	0.034782608695652174
HLA-B	coding_sequence	leave_family_out	HPRC-EastAsian	ALL	70	62	59	0.8428571428571429	0.8857142857142857	0.9516129032258065	0.07142857142857142
HLA-B	coding_sequence	leave_family_out	HPRC-Japanese	ALL	32	23	23	0.71875	0.71875	1.0	0.09375
HLA-B	coding_sequence	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-B	coding_sequence	leave_family_out	HPRC-Rest	ALL	360	309	297	0.825	0.8583333333333333	0.9611650485436893	0.03888888888888889
HLA-B	coding_sequence	leave_family_out	JaSaPaGe-Japanese	ALL	10	8	7	0.7	0.8	0.875	0.1
HLA-B	coding_sequence	leave_family_out	JaSaPaGe-Saudi	ALL	18	13	13	0.7222222222222222	0.7222222222222222	1.0	0.2777777777777778
HLA-B	coding_sequence	leave_family_out	KPanRef-Korean	ALL	28	23	23	0.8214285714285714	0.8214285714285714	1.0	0.10714285714285714
HLA-B	coding_sequence_all_31mers	leave_cohort_out	ALL	ALL	741	736	655	0.8839406207827261	0.9932523616734144	0.8899456521739131	0.05128205128205128
HLA-B	coding_sequence_all_31mers	leave_cohort_out	ALL	more_than_5_donors	456	456	456	1.0	1.0	1.0	0.08333333333333333
HLA-B	coding_sequence_all_31mers	leave_cohort_out	ALL	rare_1_to_5_donors	199	199	199	1.0	1.0	1.0	0.0
HLA-B	coding_sequence_all_31mers	leave_cohort_out	ALL	unseen	86	81	0	0.0	0.9418604651162791	0.0	0.0
HLA-B	coding_sequence_all_31mers	leave_cohort_out	APR	ALL	106	105	100	0.9433962264150944	0.9905660377358491	0.9523809523809523	0.02830188679245283
HLA-B	coding_sequence_all_31mers	leave_cohort_out	CPC-Chinese	ALL	115	115	107	0.9304347826086956	1.0	0.9304347826086956	0.034782608695652174
HLA-B	coding_sequence_all_31mers	leave_cohort_out	HPRC-EastAsian	ALL	70	70	67	0.9571428571428572	1.0	0.9571428571428572	0.07142857142857142
HLA-B	coding_sequence_all_31mers	leave_cohort_out	HPRC-Japanese	ALL	32	32	31	0.96875	1.0	0.96875	0.09375
HLA-B	coding_sequence_all_31mers	leave_cohort_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-B	coding_sequence_all_31mers	leave_cohort_out	HPRC-Rest	ALL	360	356	293	0.8138888888888889	0.9888888888888889	0.8230337078651685	0.03888888888888889
HLA-B	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Japanese	ALL	10	10	9	0.9	1.0	0.9	0.1
HLA-B	coding_sequence_all_31mers	leave_cohort_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.2777777777777778
HLA-B	coding_sequence_all_31mers	leave_cohort_out	KPanRef-Korean	ALL	28	28	28	1.0	1.0	1.0	0.10714285714285714
HLA-B	coding_sequence_all_31mers	leave_family_out	ALL	ALL	741	738	714	0.9635627530364372	0.9959514170040485	0.967479674796748	0.0620782726045884
HLA-B	coding_sequence_all_31mers	leave_family_out	ALL	more_than_5_donors	593	593	593	1.0	1.0	1.0	0.0775716694772344
HLA-B	coding_sequence_all_31mers	leave_family_out	ALL	rare_1_to_5_donors	121	121	121	1.0	1.0	1.0	0.0
HLA-B	coding_sequence_all_31mers	leave_family_out	ALL	unseen	27	24	0	0.0	0.8888888888888888	0.0	0.0
HLA-B	coding_sequence_all_31mers	leave_family_out	APR	ALL	106	105	104	0.9811320754716981	0.9905660377358491	0.9904761904761905	0.10377358490566038
HLA-B	coding_sequence_all_31mers	leave_family_out	CPC-Chinese	ALL	115	115	111	0.9652173913043478	1.0	0.9652173913043478	0.034782608695652174
HLA-B	coding_sequence_all_31mers	leave_family_out	HPRC-EastAsian	ALL	70	70	67	0.9571428571428572	1.0	0.9571428571428572	0.07142857142857142
HLA-B	coding_sequence_all_31mers	leave_family_out	HPRC-Japanese	ALL	32	32	31	0.96875	1.0	0.96875	0.09375
HLA-B	coding_sequence_all_31mers	leave_family_out	HPRC-Jewish	ALL	2	2	2	1.0	1.0	1.0	0.0
HLA-B	coding_sequence_all_31mers	leave_family_out	HPRC-Rest	ALL	360	358	344	0.9555555555555556	0.9944444444444445	0.9608938547486033	0.03888888888888889
HLA-B	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Japanese	ALL	10	10	9	0.9	1.0	0.9	0.1
HLA-B	coding_sequence_all_31mers	leave_family_out	JaSaPaGe-Saudi	ALL	18	18	18	1.0	1.0	1.0	0.2777777777777778
HLA-B	coding_sequence_all_31mers	leave_family_out	KPanRef-Korean	ALL	28	28	28	1.0	1.0	1.0	0.10714285714285714
HLA-B	flanks_only	leave_cohort_out	ALL	ALL	741	587	416	0.5614035087719298	0.7921727395411606	0.7086882453151618	0.05128205128205128
HLA-B	flanks_only	leave_cohort_out	ALL	more_than_5_donors	456	351	294	0.6447368421052632	0.7697368421052632	0.8376068376068376	0.08333333333333333
HLA-B	flanks_only	leave_cohort_out	ALL	rare_1_to_5_donors	199	165	122	0.6130653266331658	0.8291457286432161	0.7393939393939394	0.0
HLA-B	flanks_only	leave_cohort_out	ALL	unseen	86	71	0	0.0	0.8255813953488372	0.0	0.0
HLA-B	flanks_only	leave_cohort_out	APR	ALL	106	88	74	0.6981132075471698	0.8301886792452831	0.8409090909090909	0.02830188679245283
HLA-B	flanks_only	leave_cohort_out	CPC-Chinese	ALL	115	85	69	0.6	0.7391304347826086	0.8117647058823529	0.034782608695652174
